-0.09231166001211216	-3.008761282512437	-0.39178931126709154	2.9837601514416225
-5.096970012856891	-3.184235753670831	-5.651028534689384	2.8034343416724283
-10.100893561501024	-3.375463589065327	-10.908516346382221	2.584190649581344
-15.09269320553499	-3.7744776328638183	-16.153232803771573	2.1537570726214996
-20.074079177436765	-4.286449906738493	-21.38488793537199	1.589518798049945
-24.97444218066483	-5.280980930765028	-26.530737383937943	0.5191308298706491
-29.499980425166207	-7.384908003535522	-31.37563904090151	-1.5097472902574263
-32.948162156463844	-10.962113876276158	-35.5670989138622	-4.660286927977163
-34.81580199194743	-15.596152540287164	-38.64551138857658	-8.898962959502862
-36.06523128491072	-20.4448409027814	-40.54029212715302	-13.799926401138588
-37.12002599184004	-25.340181356837565	-41.86392565504334	-18.892306356389522
-38.032102323943484	-30.26408283932199	-42.9775550276632	-24.03539042797412
-38.75620272420233	-35.21878541081411	-43.93875949137692	-29.20911049579596
-39.21900711956444	-40.20469784841742	-44.70243850047933	-34.415317789444394
-39.45357979395347	-45.206635837054996	-45.194746254480236	-39.65414641767869
-39.486009656741125	-50.214240499104186	-45.44751781931652	-44.91007679548656
-39.42133268101282	-55.221687145971956	-45.486193919635326	-50.1722146591881
-39.560121000496785	-60.22627010342942	-45.419349695604424	-55.43425771919144
-40.11536576600817	-65.2013494119639	-45.613058310261756	-60.69115572737504
-41.19833378997891	-70.08782443759492	-46.34491262371181	-65.89884678277238
-42.774447883723795	-74.84036656749818	-47.77862971885254	-70.95778350961817
-43.9013986325453	-79.71413440908916	-49.300221604328776	-75.99088573783708
-44.46349415400923	-84.68755321290597	-50.17782207827057	-81.17795623635239
-44.52633741054581	-89.6926827823594	-50.54812877124848	-86.42573912874066
-44.133210659300296	-94.68392544487189	-50.43017832196972	-91.68502837207157
-43.513137009022095	-99.65314285441272	-49.91454440396945	-96.92156865864013
-42.763763986575235	-104.60434891934794	-49.22480583744912	-102.13856983461103
-41.783837865431416	-109.5147941647804	-48.36793568889557	-107.3303741902537
-40.50600211081762	-114.35578782010607	-47.246984503194795	-112.47138521550822
-38.83850451662779	-119.07619502921636	-45.79176482888791	-117.52732862746981
-36.691589351361145	-123.59748417277669	-43.93084181489093	-122.44792155343403
-34.153517625652846	-127.91298320308012	-41.586317732596854	-127.15706616958256
-31.30931660238423	-132.03395015382617	-38.873558738566565	-131.66505177086003
-28.341470449179216	-136.0676274230724	-35.86070950663909	-135.97914126838216
-25.429282755776953	-140.141486862733	-32.73965303874447	-140.216206421471
-22.613926527359098	-144.2829361662718	-29.70140756071498	-144.51282053441693
-19.95573372165534	-148.52622418381173	-26.774496576763603	-148.8859906912643
-17.599513846970993	-152.94342781395645	-24.090075657516866	-153.4108236717406
-15.798218383590974	-157.6108284069324	-21.916693192099032	-158.19711800935914
-14.851100151231355	-162.51818312872467	-20.813740494469634	-163.32293690520027
-14.9918450539518	-167.51496767007097	-21.19368377891568	-168.55988751867426
-15.789653623383964	-172.45772640813132	-22.19446255567238	-173.72518763387916
-16.856370483276933	-177.3504259780804	-23.20022108365928	-178.88794764037047
-17.40509064555403	-182.31700190007194	-23.30341299136325	-184.13745197164877
-16.248057486131845	-187.13303904475583	-21.931854667775344	-189.1901581050414
-12.64777698877935	-190.49056493522676	-18.854444942032433	-193.41719546926862
-7.74935103245928	-191.0808724639655	-14.449869635840784	-196.22853434626379
-2.9219987651850685	-189.79002565698676	-9.312049330193194	-197.2031745220424
1.58938173607645	-187.63708666856735	-4.117022207255348	-196.4585795188851
5.072638422773832	-184.08827710039503	0.8480135459861524	-194.73201383259536
